Artist and Title,Wks,T10,Pk,(x?),PkStreams,Total
Desiigner - Panda,72,13.0,3,(x1),24034197,618141508
Kendrick Lamar - tv off,33,4.0,7,,41864595,617256680
The Weeknd - I Feel It Coming,68,8.0,4,,22658206,614496718
Quevedo - Columbia,35,8.0,7,,29578111,614422607
Olivia Rodrigo - happier,69,,12,,27142760,611454554
sombr - 12 to 12,40,,14,,21062517,611040903
Y2K - Lalala,56,5.0,4,,23833624,610441444
Billie Eilish - bury a friend,58,7.0,2,(x1),35408536,608548861
Major Lazer - Light It Up,73,,11,,15684172,604569611
The Neighbourhood - Daddy Issues,100,,99,,6905403,603808704
Mark Ronson - Uptown Funk,105,23.0,1,(x8),15350322,603131958
Bruno Mars - Talking to the Moon,80,,45,,12136397,603013197
Khalid - Better,64,2.0,7,,21831365,601815595
Billie Eilish - LUNCH,27,4.0,1,(x1),65579921,598851443
Lady Gaga - Rain On Me,55,7.0,1,(x1),41627044,597587263
ÃÃ±igo Quintero - Si No EstÃ¡s,31,8.0,1,(x1),40037629,596769089
Drake - Hotline Bling,80,19.0,2,(x1),20870154,596313469
Drake - Nice For What,42,11.0,1,(x2),41781391,594741215
Khalid - Young Dumb & Broke,76,,12,,15871063,594366159
Lizzo - About Damn Time,43,2.0,9,,25698594,591468747
The Weeknd - Die For You,37,4.0,3,(x1),43830141,588484750
Peso Pluma - LADY GAGA,37,2.0,9,,23357869,587911236
Saja Boys - Your Idol,28,13.0,4,,31424540,586767080
Zedd - Stay,55,11.0,7,,23118329,586299104
Selena Gomez - Wolves,57,14.0,3,(x1),24355051,586228775
Sabrina Carpenter - Feather,47,,34,,16349100,585632523
Sam Smith - Stay With Me,146,26.0,2,(x4),8537137,585430499
Lady Gaga - Poker Face,63,,37,,15497747,584644929
V - Winter Ahead,56,,21,,22715931,582836203
Future - Mask Off,58,9.0,5,,25847893,582487201
Future - Like That,32,4.0,4,,48998189,582266263
Billie Eilish - ocean eyes,94,,87,,10894428,582085853
Tainy - Lo Siento BB:/,53,,12,,22347970,581354380
Martin Garrix - In the Name of Love,59,10.0,6,,21797864,581181619
Nio Garcia - Te BotÃ© - Remix,53,2.0,8,,19829896,580565818
Black Eyed Peas - RITMO (Bad Boys For Life),48,5.0,9,,23528266,579778398
Avicii - The Nights,116,,18,,11612203,577138124
Riton - Friday,51,,15,,19050193,577050376
Sia - Unstoppable,78,,96,,9448455,574347693
Fuerza Regida - TU SANCHO,45,,11,,20380380,573081830
Mark Ambor - Belong Together,38,,19,,25042070,572013726
Camila Cabello - Bam Bam,41,4.0,5,,21135422,571221486
Pop Smoke - What You Know Bout Love,50,6.0,6,,24810100,570820904
JP Saxe - If The World Was Ending,79,,38,,11350099,566684070
Tate McRae - Just Keep Watching (From F1Â® The Movie),42,1.0,10,,22766052,566359952
Alec Benjamin - Let Me Down Slowly,82,,27,,14487348,565615679
Juice WRLD - All Girls Are The Same,92,,48,,12987745,565153426
"G-Eazy - Me, Myself & I",70,14.0,4,,17839641,564775200
Bad Bunny - WHERE SHE GOES,26,9.0,2,(x3),43622686,564223147
Lady Gaga - Abracadabra,34,2.0,7,,45989396,562821933
Alleh - capaz (merengueton),43,,36,,18187956,562668516
Clean Bandit - Symphony,60,,11,,21433880,561744393
Kali Uchis - Moonlight,49,,37,,15163247,561191462
Jason Derulo - Swalla,54,6.0,6,,21809411,560860745
Frank Sinatra - Let It Snow! Let It Snow! Let It Snow!,54,,19,,26541274,560751284
Band Aid - Do They Know It's Christmas? - 1984 Version,48,,12,,28901115,560303640
BlocBoy JB - Look Alive,57,6.0,6,,22486856,557605940
Guns N' Roses - Sweet Child O' Mine,69,,101,,9688204,557500210
Tame Impala - The Less I Know The Better,82,,84,,12052267,554212277
Dave - Sprinter,33,4.0,6,,27650530,553546418
Chappell Roan - HOT TO GO!,40,,22,,19606596,552921182
Bad Bunny - Neverita,45,,15,,24810933,552086741
Unknown Artist - No Me Conoce - Remix,59,,20,,14989110,548583436
DNCE - Cake By The Ocean,82,,12,,15222959,547344387
Harry Styles - Falling,88,,29,,14809370,547095456
Sabrina Carpenter - Bed Chem,35,1.0,9,,28156133,547046260
Clean Bandit - Solo,49,7.0,8,,24095921,546828888
BeyoncÃ© - CUFF IT,44,,13,,19992910,546496040
The Kid LAROI - WITHOUT YOU,46,7.0,7,,19445485,545746256
Nat King Cole - The Christmas Song (Merry Christmas To You),42,,16,,42462836,545721091
Jack Ã - Where Are Ã Now,83,23.0,3,(x1),12295492,545607839
Rvssian - Santa,34,,14,,28514611,544989467
MEDUZA - Piece Of Your Heart,62,,14,,16900857,544816971
yung kai - blue,39,,25,,20202029,544193195
Drake - Too Good,48,18.0,5,,19402522,542497343
Ed Sheeran - Galway Girl,58,5.0,2,(x1),31063488,542207088
Drake - Rich Flex,33,4.0,2,(x1),48031503,540741681
XXXTENTACION - Revenge,74,,63,,10499845,539682195
Hailee Steinfeld - Starving,66,,12,,16495002,539154382
BeÃ©le - no tiene sentido,43,,18,,18499513,538329912
Ariana Grande - Side To Side,59,10.0,6,,20877291,537400584
SZA - Nobody Gets Me,49,,12,,26444929,537180079
Twenty One Pilots - Ride,79,1.0,10,,15813811,537094400
Khalid - Location,79,,34,,11072906,536818581
MÃ¥neskin - I WANNA BE YOUR SLAVE,40,4.0,8,,28083554,535964658
Dua Lipa - Houdini,36,1.0,6,,28741544,535304900
Lana Del Rey - Young And Beautiful,61,,104,,10425967,533244583
Julia Michaels - Issues,65,1.0,9,,18886951,533154479
Sam Smith - How Do You Sleep?,43,6.0,7,,22140829,533033471
The Chainsmokers - Paris,48,12.0,2,(x3),28872070,531337298
BeÃ©le - mi refe,47,,55,,14509972,531323529
Evanescence - Bring Me To Life,56,,90,,10831479,530377822
Ed Sheeran - Castle on the Hill,56,9.0,2,(x2),35059860,529615023
Bruno Mars - 24K Magic,62,6.0,6,,20739017,527459491
Richy Mitch & The Coal Miners - Evergreen,44,,40,,15581954,526892484
XXXTENTACION - changes,70,1.0,9,,23766098,525212436
Calvin Harris - Promises,52,8.0,5,,23666223,525181112
Meek Mill - Going Bad,56,,11,,17883199,522394456
Rihanna - Breakin' Dishes,50,,39,,15364001,520613353
GIVÄON - Heartbreak Anniversary,47,4.0,8,,23116338,519289468
Axwell /\ Ingrosso - More Than You Know,62,,15,,16550135,517548978
Michael Jackson - Billie Jean,49,1.0,5,,28509709,517414587
Taylor Swift - Karma,44,1.0,8,,46788921,517252696
Demi Lovato - Sorry Not Sorry,56,3.0,7,,19545702,517161784
Travis Scott - BUTTERFLY EFFECT,80,,38,,12187233,516744663
Teddy Swims - Bad Dreams,45,,50,,14082489,516578569
Sia - Chandelier,128,23.0,3,(x3),8493093,516437237
The Weeknd - Save Your Tears (Remix),65,,43,,10172117,515660288
Jack Harlow - First Class,28,6.0,2,(x4),50438229,515500220
Ariana Grande - 34+35,43,4.0,5,,26153463,515489076
Radiohead - Let Down,47,,55,,13687336,513634561
Bad Bunny - LA NOCHE DE ANOCHE,40,4.0,2,(x1),30110474,512900063
XXXTENTACION - Fuck Love,80,,19,,16680157,511902114
J. Cole - MIDDLE CHILD,55,2.0,2,(x1),33187464,510789619
Drake - Passionfruit,58,6.0,2,(x2),32507239,509345162
Drake - Money In The Grave (Drake ft. Rick Ross),55,4.0,5,,25117868,508783617
Becky G - MAMIII,38,7.0,5,,23135757,508562481
ArcÃ¡ngel - La Jumpa,30,5.0,8,,27059930,508438262
Dominic Fike - Babydoll,24,8.0,1,(x1),44202768,508052025
Ali Gatie - It's You,62,,27,,13084417,507361105
DJ Khaled - Wild Thoughts,40,12.0,2,(x4),31981224,506184874
Lil Nas X - Old Town Road,40,10.0,3,(x2),30103989,504284723
Portugal. The Man - Feel It Still,64,,18,,14096574,503935939
Loud Luxury - Body,64,,19,,16136787,502428465
Jung Kook - 3D,34,4.0,3,(x1),41965382,502347111
Jonas Blue - Fast Car,62,4.0,10,,16501675,502209439
Liam Payne - Strip That Down,47,7.0,9,,20399177,501969151
Drake - Laugh Now Cry Later,44,5.0,2,(x1),33016564,500537720
WALK THE MOON - Shut Up and Dance,105,,12,,9699810,500409057
RAYE - Escapism.,31,1.0,10,,24516871,500203701
Shawn Mendes - If I Can't Have You,50,7.0,4,,28103423,499575335
Surf Mesa - ily,46,2.0,9,,19894754,499508013
Ariana Grande - Stuck with U,48,3.0,2,(x1),34310359,499429056
Queen - Another One Bites The Dust - Remastered 2011,84,,36,,11262150,498836583
Polo G - RAPSTAR,43,5.0,3,(x2),32132548,497296548
Lizzo - Truth Hurts,45,,16,,16286337,497281768
NF - Let You Down,46,10.0,9,,19989871,497222105
Kali Uchis - telepatÃ­a,40,6.0,2,(x1),28205390,497087870
Adam Port - Move,40,,19,,20751390,496069732
Surfaces - Sunday Best,44,,13,,19929893,494881693
ZAYN - Dusk Till Dawn,41,11.0,4,,22579858,494566732
Junior H - El Azul,36,,14,,21840753,494204874
ZAYN - PILLOWTALK,59,13.0,1,(x2),27477356,493993282
Fuerza Regida - COQUETA,51,,88,,11864732,493887031
Rudimental - These Days,51,1.0,9,,19683315,493838843
Martin Garrix - Scared to Be Lonely,55,4.0,5,,22668956,493661628
The Weeknd - I Was Never There,52,,17,,17597962,490163676
Duncan Laurence - Arcade,59,,23,,13727148,489483726
Selena Gomez - Lose You To Love Me,38,5.0,1,(x1),47227738,488987210
Travis Scott - I KNOW ?,40,,14,,27481675,487500845
"Dan + Shay - 10,000 Hours",56,3.0,5,,26054266,485371435
Wiz Khalifa - See You Again,83,18.0,1,(x6),21852951,484510893
The Chainsmokers - Roses,69,6.0,7,,14398355,484221245
"Tyler, The Creator - Like Him",35,,27,,19409693,484188403
Surf Curse - Freaks,65,,55,,9545491,484119260
HUNTR/X - How Itâs Done,25,9.0,6,,26878008,483669108
Nicky Jam - X,34,10.0,4,,25335647,483456853
Khalid - Love Lies,49,,11,,20042219,483126319
"gnash - i hate u, i love u",57,,13,,13840077,482561714
Post Malone - I Like You (A Happier Song),41,1.0,10,,24340885,482280122
Â¥$ - CARNIVAL,20,7.0,2,(x1),45279771,481415190
AlemÃ¡n - Te QuerÃ­a Ver,32,,15,,22392530,480511280
Metro Boomin - Too Many Nights,53,,33,,17037306,480366947
CKay - love nwantiti (ah ah ah),41,1.0,9,,22746839,479665166
Bad Bunny - Party,33,3.0,6,,34175557,479414025
ROSALÃA - BESO,28,5.0,5,,33370230,478330446
Offset - Ric Flair Drip,68,,32,,10965630,477264595
Ed Sheeran - Happier,91,1.0,10,,23545568,476467704
Drake - Fake Love,48,10.0,7,,18569220,476434708
Passenger - Let Her Go,177,,13,,4815894,475972877
J Balvin - QuÃ© MÃ¡s Pues?,36,1.0,9,,26352868,475638530
J Balvin - UN DIA (ONE DAY) (Feat. Tainy),49,2.0,10,,18329866,475454649
Kodak Black - ZEZE,39,8.0,3,(x1),29095302,475296500
Nicky Youre - Sunroof,48,,28,,14232510,473537915
Tito Double P - DOS DÃAS,35,,31,,17782086,472176844
Bad Bunny - Tarot,34,1.0,9,,31952895,470238500
Bazzi - Mine,48,6.0,3,(x1),23681960,468993923
Cigarettes After Sex - Cry,51,,69,,11966338,468959204
Tory Lanez - The Color Violet,54,,70,,10826089,468625747
The Weeknd - In Your Eyes,53,1.0,6,,26303039,466847469
Linkin Park - The Emptiness Machine,28,4.0,6,,40062088,466366551
Shakira - Hips Don't Lie,51,,82,,12417457,466252829
Starley - Call On Me - Ryan Riback Extended Remix,47,,13,,16885441,465738653
Taylor Swift - I Can Do It With a Broken Heart,25,2.0,5,,61235217,465696188
KAROL G - BICHOTA,33,11.0,3,(x1),25315138,465557580
Michael Marcagi - Scared To Start,37,,25,,19637518,465039444
BLACKPINK - JUMP,28,4.0,1,(x1),44759923,464375517
BeyoncÃ© - TEXAS HOLD 'EM,22,7.0,2,(x2),40652527,463352204
New West - Those Eyes,51,,86,,10531084,462928450
Maluma - Felices los 4,47,,17,,17123191,462895074
Calvin Harris - Feels,38,11.0,5,,23208440,462099346
Jaymes Young - Infinity,43,,11,,17497105,461870187
ACRAZE - Do It To It,40,2.0,9,,20611311,461769872
Dave - Raindance,22,3.0,6,,27677403,461769716
Robin Schulz - Sugar,69,6.0,9,,10750515,461767760
Juice WRLD - Come & Go,47,4.0,4,,30027587,461599034
Aventura - VolvÃ­,41,1.0,10,,25261084,460049685
Shakira - Te Felicito,39,,13,,22642420,459536080
Rihanna - Needed Me,59,,14,,13619575,458794892
CarÃ­n LeÃ³n - Primera Cita,38,,21,,17016973,457983477
NewJeans - OMG,34,,14,,21594175,456690515
MEDUZA - Lose Control,55,,27,,13686042,456036493
Maroon 5 - Sugar,93,11.0,2,(x1),13080140,455952316
Luis Fonsi - Ãchame La Culpa,40,8.0,7,,19056515,455074445
Jonas Blue - Mama,45,,11,,18912803,451206321
Myke Towers - LA FALDA,36,,24,,18494289,450940603
Maroon 5 - Don't Wanna Know,40,13.0,4,,21063863,450707447
John Lennon - Happy Xmas (War Is Over) - Remastered 2010,28,,16,,38576410,448992913
Drake - Nonstop,43,2.0,1,(x1),43697135,448969830
Lil Baby - Drip Too Hard (Lil Baby & Gunna),49,,13,,16365307,448909392
Doja Cat - Agora Hills,30,,16,,21092348,448680537
Cris MJ - Una Noche en MedellÃ­n,37,3.0,9,,18047006,448560983
LISA - MONEY,37,5.0,5,,27961856,448180674
Natanael Cano - Madonna,32,,18,,22297056,447883583
Taylor Swift - Lavender Haze,34,2.0,2,(x1),60944332,447488884
Clean Bandit - Rather Be,121,17.0,1,(x7),8491112,446561447
Doja Cat - Streets,45,2.0,9,,18274551,445758589
Peso Pluma - PRC,27,1.0,9,,24572283,445309842
HUNTR/X - What It Sounds Like,26,2.0,9,,23837507,445239376
Plan B - Es un Secreto,49,,109,,10750160,445193451
Eminem - Houdini,21,3.0,2,(x1),56673473,444825230
Fetty Wap - Trap Queen,86,12.0,7,,11302802,444331168
21 Savage - Bank Account,52,,22,,14030108,442378554
DJ Snake - Middle,64,,16,,14182166,441638949
Paulo Londra - Adan y Eva,41,,11,,17547601,441536836
Bad Bunny - MONACO,25,3.0,1,(x1),50039250,441358013
Meghan Trainor - Made You Look,30,2.0,8,,21847336,441139199
Chris Rea - Driving Home for Christmas - 2019 Remaster,32,,21,,32171949,440641750
"Ariana Grande - break up with your girlfriend, i'm bored",33,7.0,2,(x3),54707620,439898870
Justin Bieber - Holy,37,6.0,4,,28367431,439798560
Shakin' Stevens - Merry Christmas Everyone,37,,22,,31234894,439636985
TiÃ«sto - The Motto,44,,22,,13705657,437304511
21 Savage - redrum,23,5.0,8,,28695407,436521802
Jonas Blue - Perfect Strangers,58,,12,,17072020,436465982
Justin Bieber - Yummy,29,7.0,2,(x1),38715310,436100468
Childish Gambino - Redbone,76,,35,,11798468,434702997
Sheck Wes - Mo Bamba,42,,11,,17459536,434608965
Hailee Steinfeld - Let Me Go,47,,16,,14630730,431998109
CarÃ­n LeÃ³n - Que Vuelvas,40,,36,,15805526,431728547
Xavi - La VÃ­ctima,25,3.0,8,,26422199,431413124
Olivia Rodrigo - favorite crime,48,,11,,24070591,431404563
Calvin Harris - How Deep Is Your Love,64,14.0,3,(x2),13109875,430830938
Myke Towers - Bandido,33,6.0,5,,20095918,430221400
Jonas Blue - Rise,46,,12,,20761497,430111732
Perry Como - It's Beginning to Look a Lot Like Christmas,39,,23,,31758817,430030498
BENEE - Supalonely,32,,12,,19613469,427392173
Neton Vega - Morena,33,,25,,18099119,427262655
David Guetta - 2U,32,11.0,3,(x2),30303727,426973384
Mabel - Don't Call Me Up,43,,11,,17704582,425321887
Shakira - Chantaje,50,,13,,16232454,422780513
DJ Snake - Loco Contigo,35,1.0,10,,20067945,422004415
Luis R Conriquez - Si No Quieres No,31,,28,,20379011,421970955
WizTheMc - Show Me Love,30,,22,,19688720,421857324
CJ - Whoopty,37,3.0,8,,18810928,421701405
Maroon 5 - Maps,95,10.0,6,,8957653,421529956
Billie Eilish - Therefore I Am,34,3.0,2,(x1),35380663,421416772
Paul McCartney - Wonderful Christmastime - Edited Version / Remastered 2011,27,,19,,35372790,420737860
Khalid - Talk,43,1.0,10,,18389998,420282616
Lunay - Soltera - Remix,39,4.0,8,,19467987,419287174
Harry Styles - Sign of the Times,50,,14,,18365320,418253410
Chris Brown - No Guidance,46,,11,,18038661,418119567
Libianca - People,34,,37,,15659949,417174517
Queen - Don't Stop Me Now - Remastered 2011,71,,51,,9119911,416847354
Juice WRLD - Wishing Well,44,2.0,7,,25364600,416729127
Natanael Cano - AMG,26,,18,,21991663,415862448
Lil Uzi Vert - Just Wanna Rock,35,,30,,16246697,414487772
Selena Gomez - Back To You,42,3.0,4,,24186683,414002136
SZA - Good Days,39,4.0,5,,20809013,413971573
Doja Cat - You Right,52,,15,,22992708,413946382
Bad Bunny - Safaera,40,1.0,9,,22902153,411877956
Ellie Goulding - Love Me Like You Do,75,15.0,3,(x4),19080054,411454169
Shawn Mendes - Mercy,59,,19,,13031872,411232555
Los Legendarios - Fiel,31,6.0,7,,23965145,409903892
Sebastian Yatra - Pareja Del AÃ±o,35,1.0,10,,21772431,408392662
The Weeknd - Reminder,51,,27,,12116867,408098034
Kygo - Higher Love,58,,31,,13369617,407652069
Drake - NOKIA,28,,18,,21916564,407471890
Rels B - TU VAS SIN (fav),35,,28,,17362875,407021313
Ozuna - Vaina Loca,40,,18,,16043684,406926662
Calvin Harris - Slide,36,,13,,18367402,406830519
Kanye West - Heartless,45,,76,,11967452,406815348
Grupo Frontera - EL AMOR DE SU VIDA,36,,47,,13750571,406383303
NewJeans - Super Shy,28,1.0,9,,28439942,406060550
Feid - Normal,47,,57,,11162601,405733837
Neton Vega - Loco,26,,16,,28657479,405335155
Miley Cyrus - Angels Like You,34,,24,,17136416,405039911
Ariana Grande - Into You,52,,14,,15071769,403909581
6ix9ine - FEFE,30,7.0,2,(x1),31741382,403770867
Juice WRLD - Bandit,46,,14,,17067491,403657974
Migos - Bad and Boujee,57,1.0,9,,18866776,403195155
ROSALÃA - Con Altura,46,,30,,12456504,401900522
Fuerza Regida - HARLEY QUINN,25,,11,,24234279,401775861
PinkPantheress - Stateside + Zara Larsson,16,7.0,2,(x3),38913426,401288945
Rae Sremmurd - Black Beatles,44,8.0,1,(x2),32026901,400833823
Peso Pluma - LA PATRULLA,31,,33,,17180541,399864731
Oliver Tree - Miss You,26,,11,,21256962,399861973
Rauw Alejandro - KhÃ©?,28,,22,,22228911,397522649
Pop Smoke - Dior,66,,40,,10897700,397464868
Jay Wheeler - La Curiosidad,39,,19,,15111956,397142034
Mora - Volando - Remix,43,,19,,17595887,396326912
Burl Ives - A Holly Jolly Christmas - Single Version,37,,23,,25299396,394855629
TiÃ«sto - Jackie Chan,37,,11,,21601280,394343157
Kygo - Firestone,85,8.0,4,,8534894,392362160
Lauv - i'm so tired...,43,,18,,15889051,391482559
El Bogueto - Cuando No Era Cantante,28,,18,,19778318,390823162
BLACKPINK - Shut Down,33,3.0,1,(x1),39186127,389607075
David Guetta - I Don't Wanna Wait,30,,34,,17198457,389568530
Post Malone - White Iverson,107,,38,,6058616,387186554
NATTI NATASHA - Criminal,46,,21,,12517942,386987487
Empire Of The Sun - We Are The People,39,,81,,11320593,386584391
Calvin Harris - My Way,40,4.0,8,,19655559,386403463
Lil Nas X - Panini,32,3.0,7,,24238981,385029634
Jason Derulo - Want to Want Me,73,14.0,2,(x1),13288062,384383171
Imagine Dragons - Natural,47,,19,,14639164,383817764
"Ariana Grande - yes, and?",19,4.0,1,(x1),53885212,383456045
Kina - Get You The Moon,74,,95,,6895350,382141047
OMI - Cheerleader (Felix Jaehn Remix),46,30.0,2,(x3),13557794,381226227
Sevdaliza - Alibi,22,,12,,29899477,380969347
Benson Boone - Mystical Magical,33,,34,,15250837,379979348
BLACKPINK - Pink Venom,26,5.0,2,(x1),41286215,379761166
MEDUZA - Paradise,43,,25,,13041541,379486906
FloyyMenor - PELIGROSA,33,,26,,18358094,379374878
Zara Larsson - Never Forget You,56,,21,,10871263,378601678
Ariana Grande - God is a woman,33,5.0,2,(x1),29847494,378538738
Arctic Monkeys - No. 1 Party Anthem,37,,80,,12994961,378305770
Future - WAIT FOR U,38,1.0,10,,17840856,378241571
THE SCOTTS - THE SCOTTS,27,7.0,1,(x1),48430814,377902597
XXXTENTACION - Look At Me!,75,,39,,11076255,376574941
Justin Bieber - Lonely,31,6.0,5,,23824437,376095395
Sech - Otro Trago,28,8.0,4,,25377792,375834575
Galantis - No Money,42,4.0,9,,17305382,375672373
zzoilo - Mon Amour - Remix,47,,34,,11502178,374961417
Shawn Mendes - In My Blood,51,1.0,7,,21904395,374529988
Imagine Dragons - Radioactive,158,,15,,3353347,374359494
Calvin Harris - Summer,86,19.0,1,(x10),9482413,373542116
Metro Boomin - Superhero (Heroes & Villains) [with Future & Chris Brown],30,,15,,23234837,373006602
Cheat Codes - Sex,47,,11,,16271653,372780908
BTS - Boy With Luv,47,3.0,3,(x1),31340590,372339508
Bing Crosby - White Christmas,40,,26,,22166039,371487284
Nio Garcia - AM Remix,36,,14,,23435409,371254425
Wisin - EscÃ¡pate Conmigo,50,,38,,10495140,371029141
The Neighbourhood - Softcore,46,,35,,11353977,370875846
RUMI - Free,23,,14,,21133335,370628153
Post Malone - Candy Paint,51,,17,,17508038,370420835
Rauw Alejandro - LOKERA,35,,38,,12985743,370275554
Metro Boomin - Trance,39,,65,,13142559,369717137
Mike Perry - The Ocean,41,,11,,14759290,369186755
Tito Double P - EL LOKERON,26,,21,,20389428,368943055
Chrystal - The Days - NOTION Remix,34,,55,,14428604,368641807
Zion & Lennox - Otra vez,65,,42,,7496050,368400468
KATSEYE - Gnarly,33,,46,,14716935,368199511
Dennis Lloyd - Nevermind,36,,18,,15423526,367966603
XXXTENTACION - Everybody Dies In Their Nightmares,66,,24,,14237794,367778120
Elvis Presley - Blue Christmas,44,,34,,26061648,367152162
Jin - Running Wild,26,1.0,10,,29796515,366746760
Lil Wayne - Sucker For Pain,49,2.0,10,,18557325,365530773
BLACKPINK - How You Like That,38,2.0,4,,28978705,365358935
KYLE - iSpy,48,,21,,14064647,365023274
Bad Bunny - Yo Perreo Sola,35,,18,,17807967,363224395
Junior H - Y LLORO,35,,55,,12338015,362867850
Bruno Mars - I Just Might,16,5.0,3,(x1),33478225,362638543
Kehlani - Folded,34,,62,,12589510,362610735
DJ Khaled - POPSTAR,40,1.0,7,,23212151,362500076
Teddy Swims - The Door,38,,115,,10770007,362008761
Aditya Rikhari - Sahiba,30,,37,,14446725,361884055
KAROL G - MI EX TENÃA RAZÃN,33,,22,,19090033,361780770
HUNTR/X - Takedown,22,,15,,20905431,361545788
SIENNA SPIRO - Die On This Hill,20,2.0,9,,25641814,361321800
Doechii - Anxiety,18,5.0,3,(x1),42407365,360678696
